ORIGIN	FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Brazil	Brazil	200707	0.0113397	0.00244639	0.00156407	-0.0241282	-0.00214256	-0.00925875	0.0163793	-0.0163158	-0.0152783	0.0169826
Brazil	Brazil	200708	0.00693286	0.0017705	-0.00339645	-0.0204921	-0.0206068	-0.00566887	0.00112337	-0.0362241	-0.00804201	0.00401795
Brazil	Brazil	200709	0.0111485	0.00633348	-0.000465556	-0.0256742	-0.0159859	0.0018421	-0.00755695	0.000191615	-0.0114756	-0.00459463
Brazil	Brazil	200710	0.00687331	0.00289664	-0.00596002	-0.021119	-0.00398052	0.00895666	0.00338574	-0.016642	0.0147386	-0.0220616
Brazil	Brazil	200711	0.00502765	0.00213083	-0.00518028	-0.00871883	0.0283242	-0.00321009	-0.0191262	-0.00926405	-0.016553	-0.004651
Brazil	Brazil	200712	0.00845847	0.00350975	-0.0023346	-0.0265528	0.0298323	0.0329082	0.0174439	0.00318402	-0.0118107	-0.00390199
Brazil	Brazil	200713	0.00619969	-0.000123541	-0.00353444	-0.0102393	-0.00882822	0.0152999	0.00842764	-0.0160513	-0.0155462	0.0183819
Brazil	Brazil	200714	0.0138047	0.00676311	0.00101299	-0.0256156	-0.010659	0.00385847	-0.00396327	-0.032356	0.0219992	0.0111774
Brazil	Brazil	200715	0.0086815	0.00485078	-0.000427967	-0.0177718	0.00222621	0.00197557	0.00356025	-0.00127815	-0.00801337	0.00251469
Brazil	Brazil	200716	0.01086	0.00567274	-0.00200536	-0.0267992	0.0122866	0.00781858	0.00650555	-0.011725	0.0117473	0.000263594
Brazil	Brazil	200717	0.000581849	-0.000763013	-0.0050044	-0.0181911	-0.00492254	-0.00176556	0.00601849	-0.0047965	0.00857853	0.0129984
Brazil	Brazil	200718	0.00624853	-0.00230344	-0.00784158	-0.00393052	0.0038889	-0.00607023	-0.0113177	0.00697424	-0.00621878	0.00726571
Brazil	Brazil	200720	0.015148	0.00765619	0.00125732	-0.0171209	0.0305901	-0.00672168	-0.0250328	-0.0057967	0.0140543	-0.00518319
Brazil	Brazil	200722	0.00781434	0.00151713	0.000578449	-0.0136637	-0.00567424	0.0122586	-0.00987334	0.000575287	-0.00889482	0.0105382
Brazil	Brazil	200723	0.0102819	0.00518332	0.00210178	-0.0356891	-0.00445983	0.00728428	-0.00293234	-0.0109307	-0.0193588	6.10E-06
Brazil	Brazil	200724	0.00971445	0.00285484	0.00285369	-0.0295851	0.0048521	0.0149549	0.0193212	0.00329523	-0.00278958	-0.0313342
Brazil	Brazil	200725	0.0116311	-0.000989237	-0.00224665	-0.0164604	0.0297979	0.00836641	-0.00252492	0.00361803	-0.00767077	0.0135185
Brazil	Brazil	200726	0.0124388	0.00673805	0.00425185	-0.0150012	0.04993	-0.0121802	-0.0516013	-0.00524963	-0.0106038	0.00973769
Brazil	Brazil	200727	0.0126763	0.00379206	-0.00102449	-0.0155846	0.000810706	0.0215533	-0.0053724	-0.00467381	0.0301666	0.00596582
Brazil	Brazil	200728	0.00174862	-0.00373527	-0.00669214	-0.0172328	-0.0196866	-0.000236453	-0.0096071	0.00627983	0.00222432	-0.0309667
Brazil	Brazil	200729	0.0131912	0.00700861	-0.0012766	-0.026744	-0.00730244	0.00958895	-0.00710598	-0.0114473	-0.0172215	0.0039318
Brazil	Brazil	200730	0.0104493	0.00764202	0.00385051	-0.022716	0.0165504	0.00360603	-0.0165767	-0.00324229	-0.0104998	-0.0139324
Brazil	Brazil	200731	0.00914454	0.00445006	-0.00140125	-0.0265012	0.00481648	0.00594563	-0.00160515	-0.00506543	0.00742324	-0.00358041
Brazil	Brazil	200732	0.00826718	-0.00921507	-0.00544983	-0.00308135	-0.0114629	0.000918756	-0.0122728	-0.0146512	-0.00520504	-0.0047763
Brazil	Brazil	200733	0.0084159	-0.00984969	-0.00639429	-0.0071818	0.00666994	0.0115063	-0.00233776	-0.00399043	-0.00454013	0.00807533
Brazil	Brazil	200734	0.000867626	-0.00904194	-0.00404281	-0.00710803	-0.000700935	-0.00319472	-0.00727602	-0.0131032	-0.00248253	0.0185005
Brazil	Brazil	200735	0.00340318	0.00245965	-0.00158823	-0.0135883	-0.0153564	0.0160586	0.00400188	-0.0038277	-0.0366042	0.0275937
Brazil	Brazil	200736	0.0128955	0.00700755	-0.00275556	-0.00596371	-0.0219079	-0.00237365	-0.0188615	0.011668	0.033432	0.0080171
Brazil	Brazil	200737	0.0115619	0.00712777	0.00249129	-0.0119222	-0.0232468	0.00975468	-0.0253502	0.0184943	0.025798	0.0266075
Brazil	Brazil	200738	0.0112702	0.00817568	0.00292593	-0.0232794	-0.00447134	0.0135995	-0.00615487	0.00510168	-0.00268723	-0.028661
Brazil	Brazil	200739	0.00850017	0.00550132	0.00139965	-0.019419	-0.0127939	-0.00448401	0.000823973	-0.0239924	-0.01238	-0.00316778
Brazil	Brazil	200740	0.0115073	0.00393	0.00287539	-0.034191	0.00365396	-0.00347771	0.0112037	-0.0109749	0.00199168	0.00774704
Brazil	Brazil	200741	0.0112556	0.00449472	0.00063914	-0.0134483	-0.00814606	0.0212121	0.00282442	0.00555092	0.0141367	0.0118062
Brazil	Brazil	200742	0.0115988	0.00904033	0.00333745	-0.0228415	-0.00678044	0.00215298	-0.00649319	-0.0298643	0.0120074	0.00216229
Brazil	Brazil	200743	0.00547649	0.00180511	-0.00583346	-0.0106551	0.0136869	-0.000398437	-0.0301426	-0.0106078	0.00416292	0.00237461
Brazil	Brazil	200744	0.0081491	0.00318413	-0.00573103	-0.00992559	0.0321268	0.0260867	0.0201961	0.00838314	-0.0221321	0.00348026
Brazil	Brazil	200745	0.0100902	0.00539713	0.000722889	-0.028315	-0.0133347	0.00712712	-0.0117677	-0.017489	-0.0195115	0.0124349
Brazil	Brazil	200746	-0.0137146	-0.00964381	0.046076	0.0046547	-0.0168012	0.00489641	-0.00198572	-0.000978104	-0.00887134	0.00637763
Brazil	Brazil	200747	0.00182847	0.00445814	-0.00123204	-0.0222461	-0.0124895	0.00592754	-0.00926535	-0.0092637	0.00670211	0.0134243
Brazil	Brazil	200748	0.00797802	0.00521159	-0.00132467	-0.0268373	-0.00752939	-0.00546509	0.00239905	-0.0111431	-0.0225965	0.00871104
Brazil	Brazil	200749	0.00922965	0.00628158	0.00120404	-0.0244597	0.00174606	0.0220266	0.00839159	-0.00442515	0.00898934	-0.000232185
Brazil	Brazil	200750	0.0120407	0.0050065	0.00156709	-0.0244756	0.00270552	0.0109714	-0.00466902	-0.0107265	-0.00909353	-0.0199497
Brazil	Brazil	200751	0.0150111	0.00351251	-0.0035655	-0.0320966	0.00171279	0.0114458	-0.00219664	-0.00266283	0.0183471	-0.00868021
Brazil	Brazil	200752	0.00104451	-0.0342808	-0.015608	0.00182744	-0.000533981	0.014778	0.00164643	-0.000811212	0.00418449	0.00685119
Brazil	Brazil	200753	0.00638804	0.0045167	-0.00335135	-0.00939837	-0.000871447	0.00686246	-0.0220345	-0.00160063	0.031306	0.0134786
Brazil	Brazil	200755	0.0103964	0.00573234	-0.00176187	-0.00496185	-0.00658531	0.00226215	-0.0158044	-0.0038047	-2.56E-05	0.00696578
Brazil	Brazil	200756	-0.0033794	0.00889996	-0.00449989	-0.00550333	-0.00168995	-0.00748995	0.0107762	0.00581074	-0.018515	0.0226522
Brazil	Brazil	200757	0.0116518	0.00378314	-0.00344602	-0.0226913	-0.0103925	0.0139982	0.000655849	-0.00178301	0.00371716	0.0127542
Brazil	Brazil	200758	0.00146494	0.00969789	-0.0039937	-0.0123312	-0.00502961	0.00752032	0.00343519	0.0178335	0.00180112	-0.0111208
Brazil	Brazil	200759	0.0121951	0.00815325	0.00264267	-0.018757	0.024169	0.00961049	0.0103682	0.00531036	0.00257035	0.0170107
Brazil	Brazil	200760	0.00604946	-0.000437127	-0.00279558	-0.0117947	-0.00100707	0.0246943	-0.0111676	0.0373842	0.00440847	0.00313584
Brazil	Brazil	200761	0.00658952	0.00334441	-0.00622049	-0.0119271	-0.0177784	0.00244505	-0.000116516	0.00293455	-0.026351	0.0230382
Brazil	Brazil	200762	0.0101397	0.00806037	-0.00131955	-0.0138684	-0.0232398	0.00585266	-0.0238094	0.0298323	0.0313812	-0.00360755
Brazil	Brazil	200763	0.00706181	-0.00219904	-0.00636701	-0.0235109	0.00359537	0.0109215	0.0207929	-0.0100003	-0.026399	-0.0100402
Brazil	Brazil	200764	0.00325732	-0.0179136	-0.0117918	-0.0114786	0.00557292	0.0184982	0.0152263	0.00950291	-0.00297901	-0.00944466
Brazil	Brazil	200765	0.00968787	0.00577518	-5.26E-06	-0.0212928	0.0108052	0.00324702	-0.0211324	0.000985741	-0.00475366	-0.0225053
Brazil	Brazil	200766	0.00652064	-0.00159162	-0.00402047	-0.0202726	0.037354	0.028459	0.0118799	0.0255573	-0.0224386	-0.00338216
Brazil	Brazil	200768	0.0131583	0.00707033	0.000729577	-0.0243039	-0.00352087	0.00308015	0.00818651	-0.0100959	-0.0028349	-0.0128758
Brazil	Brazil	200769	0.00685549	0.00192816	-0.00105096	-0.016252	-0.0231434	0.00401459	-0.00907362	-0.0159581	-0.0370098	-0.0138278
Brazil	Brazil	200771	0.00952318	-0.000180251	-0.00520933	-0.0258113	-0.00723948	-0.00114181	-0.00910731	-0.034292	0.0111269	-0.0198291
Brazil	Brazil	200772	0.0104153	0.00640986	0.00399128	-0.0195631	-0.00727074	0.00112686	0.0042269	-0.0261593	0.0163251	0.00565739
Brazil	Brazil	200773	0.00892475	0.00722325	-0.00185587	-0.0110873	0.000136763	0.00716283	-0.0117253	0.00889671	0.000999405	-0.0182239
Brazil	Brazil	200774	0.0118378	0.0050254	0.00167804	-0.0156329	-0.00628747	0.00922389	0.0155403	-0.00849936	0.000278553	0.0107888
Brazil	Brazil	200775	0.00759851	0.00831225	-0.00145653	-0.0118554	-0.0174756	0.0133534	0.00253928	-0.0114107	0.0213653	0.0054677
Brazil	Brazil	200776	0.0081402	0.00630954	-0.00028364	-0.0148954	-0.000201758	0.00510589	-0.0119283	-0.0166637	-0.0205077	-0.00256911
Brazil	Brazil	200777	0.0128921	0.005085	0.000308252	-0.0152691	0.0226551	0.00502462	-0.0282718	-0.0192158	0.00866829	-0.00368456
Brazil	Brazil	200778	0.00347101	-0.0107665	-0.00599335	-0.00776062	-0.00342334	0.00258733	-0.0126395	-0.0141322	0.00498238	-0.0052812
Brazil	Brazil	200779	0.00453357	-0.000127894	0.000225865	-0.00759751	0.0119618	0.015128	-0.00249979	-0.0100131	-0.0023618	-0.0111807
Brazil	Brazil	200780	0.0137219	0.00758448	0.000427077	-0.0214561	0.00675336	0.0207955	0.00787086	0.0112558	-0.0106978	-0.00983334
Brazil	Brazil	200781	0.0111446	0.00720928	-0.000699454	-0.0176182	0.0112138	0.00805204	-0.00656751	-0.00368034	-0.00784894	-0.0126576
Brazil	Brazil	200782	0.0113135	0.00642722	0.00234325	-0.0259659	-0.00197865	0.0152184	-0.00194203	0.00709959	-0.00778104	-0.00967272
Brazil	Brazil	200783	0.00028488	-0.0123509	-0.00934991	-0.00695996	-0.0144084	-0.00841375	-0.0165773	-0.00224128	0.0106755	-0.0083607
Brazil	Brazil	200784	0.0107103	0.00724741	0.00254191	-0.0120519	-0.0164418	0.0128527	-0.0282282	0.0290781	0.027593	0.0192672
Brazil	Brazil	200785	0.00720273	0.00541035	-0.0049226	-0.0133889	0.0544609	0.00699214	-0.0148649	0.0159487	-0.0110537	0.0100222
Brazil	Brazil	200786	0.00188738	-0.00822756	-0.00585706	-0.0165381	-0.0204691	-0.0245723	-0.00882256	-0.0137239	-0.0416743	0.00258417
Brazil	Brazil	200787	0.0113058	0.00660386	0.00121496	-0.034995	-0.00677853	-0.00489334	-0.0142218	-0.00652047	0.0083645	-0.00126787
Brazil	Brazil	200788	0.0109624	0.00548617	-0.000345494	-0.0297524	-0.00831746	-0.0137706	0.00539723	-0.019812	-0.00464388	0.00968004
Uruguay	Uruguay	200789	0.0040946	0.00808463	-0.00474851	-0.0172004	0.00796075	0.0180453	0.00158642	-7.74E-05	0.0299696	-0.00664136
Brazil	Brazil	200790	0.0132682	0.00716381	0.000710128	-0.0137856	0.0296418	0.00638624	-0.0206002	-0.00933057	0.00741736	0.0181414
Brazil	Brazil	200791	0.0108207	0.00552236	-0.00242466	-0.0194923	-0.0110784	-0.00680325	0.00655093	-0.0149069	-0.000656323	0.022059
Brazil	Brazil	200792	0.00961434	0.00816063	-0.00217113	-0.0192361	-0.00431268	0.0060304	-0.00646359	-0.00766698	-0.00655996	-0.00605674
Brazil	Brazil	200795	0.00740399	-0.00448602	-0.00588395	-0.0114758	0.0125286	0.0115392	0.00672666	0.00624523	0.017752	0.0111244
Brazil	Brazil	200796	0.00413272	0.00390815	-0.001686	-0.0137592	0.00359371	0.0109523	-0.00033275	-0.0105848	0.0129986	0.0168873
Brazil	Brazil	200797	0.0136375	0.00411732	-0.0014442	-0.0216441	0.00867639	0.0290245	0.0102138	0.00892825	0.0141837	0.0129724
Brazil	Brazil	200799	0.0014965	-0.0225078	-0.0123291	-0.00455846	0.00775985	-0.00995017	-0.000446258	-0.00689819	-0.0182561	0.0225404
Brazil	Brazil	200802	0.00194032	0.00648164	-0.00304796	-0.0152895	0.0167828	0.00926347	0.0198017	-0.00683658	-0.00514481	0.0297906
Brazil	Brazil	200803	0.00826925	0.00574884	-0.00229431	-0.0201507	0.00817094	0.00990581	-0.0155562	-0.0138438	0.0114636	0.00350373
Brazil	Brazil	200804	0.00142181	-0.00647401	-0.00638326	-0.0189442	-0.0106628	0.00724724	-0.0163652	-0.00405508	0.00146744	-0.0207592
Brazil	Brazil	200805	-0.00311384	-0.0273289	-0.0172792	0.000459953	0.00651037	0.00810514	0.00907851	-0.00747842	0.00199442	-0.0191947
Brazil	Brazil	200813	0.00504931	-0.00183764	-0.00555856	-0.0161868	0.00612572	0.00315756	0.00945835	-0.00677447	-0.0107836	-0.0141069
Brazil	Brazil	200814	0.00565025	-0.00450354	-0.00703171	-0.00318034	0.0112545	-0.00381327	-0.00229512	-0.00562629	0.0253798	0.0163583
Brazil	Brazil	200815	0.0124603	0.00107026	0.000130069	-0.00355248	0.0107237	0.0367041	-0.00407568	0.0309644	0.00820034	0.0126837
Brazil	Brazil	200816	0.00944962	0.00754283	0.00202938	-0.0210867	-0.00216884	0.00476275	0.00047539	-0.019092	0.0215844	0.00349907
Brazil	Brazil	200818	0.0120232	0.00461771	0.000266248	-0.0310975	0.00423048	0.00669002	0.00137596	0.00757415	-0.00910909	0.012441
Brazil	Brazil	200819	0.00615212	-0.000723625	-0.0025431	-0.0138218	-0.00747734	0.0101357	-0.000160778	-0.0201552	0.015991	0.00573211
Brazil	Brazil	200820	0.00234181	0.000199003	-0.00687974	-0.0167444	0.00542323	0.0198385	0.0103722	-0.00270621	0.0308923	0.00106187
Brazil	Brazil	200821	0.00342055	0.00414077	0.00170688	-0.0126826	0.000399864	0.0114886	0.0140446	0.00641391	-0.0299281	0.0254798
Brazil	Brazil	200823	0.00948538	0.00831765	-0.00106183	-0.022164	-0.00837848	0.00882142	0.00418525	-0.0301998	0.00364591	0.0294957
Brazil	Brazil	200824	0.00826465	0.00737368	0.00110004	-0.0205207	0.00100314	0.00865362	-0.00714776	0.0171281	-0.0135744	-0.0248332
Brazil	Brazil	200825	0.00930035	-0.00182728	-0.00344815	-0.0110394	-0.0242355	0.00842243	-0.0157324	0.00358823	0.00557319	-0.00891585
Brazil	Brazil	200826	0.00923367	0.00421815	-0.00421766	-0.0127867	-0.0235683	-0.0115295	-0.00738696	-0.00376093	-0.0344274	0.011555
Brazil	Brazil	200827	0.00353806	0.00432384	-0.000652489	-0.0160792	0.000898	0.0216541	0.00903704	0.0145518	-0.00225001	-0.000969867
Brazil	Brazil	200828	0.00795934	0.00775299	-0.00425528	-0.0145949	-0.00254505	0.00698083	0.000560839	0.00426314	0.00574236	0.00364185
Brazil	Brazil	200829	-0.00151559	-0.0207239	-0.0155156	-0.00438541	-0.0211616	-0.0112929	-0.00318035	0.00171301	-0.0088447	-0.0225518
Brazil	Brazil	200830	-0.00900411	0.00156137	-0.00879757	-0.00423631	-0.00702427	-0.00186709	0.0123528	-0.0261011	0.00194538	0.0240751
Brazil	Brazil	200831	0.0119715	0.00601845	0.00489177	-0.024256	0.0179616	-0.000109792	0.0155633	-0.00807591	-0.0142844	-0.0174953
Brazil	Brazil	200832	0.0121986	0.0063776	-5.22E-05	-0.0113714	-0.022124	0.00787158	-0.029917	0.0340741	0.003239	0.0170487
Brazil	Brazil	200834	0.0071681	0.00563575	-0.00201968	-0.0215004	-0.0245612	-0.00116216	-0.00848337	-0.0321098	-0.0302069	0.000679357
Brazil	Brazil	200838	0.00680822	0.00373346	0.000349247	-0.0169135	-0.0155533	-0.000722655	-0.00178399	-0.0138573	-0.0199101	0.0134325
Brazil	Brazil	200839	0.0104189	0.00556676	-0.000943503	-0.0160038	-0.0102069	-0.00190551	0.000196325	-0.00849947	-0.0125282	0.0210974
Uruguay	Uruguay	200840	0.00175884	0.00394275	-0.0025701	-0.0124386	-0.0137748	0.00850506	-0.0107862	0.0118355	-0.000884488	-0.0210473
Uruguay	Uruguay	200841	0.0084878	0.0053072	-0.00630675	-0.0131627	-0.00140183	0.0200385	0.00801585	0.00558935	-0.00250028	-0.0129625
Uruguay	Uruguay	200842	0.00960999	0.00423198	0.00495859	-0.0230668	-0.00401823	0.01625	0.00408446	-0.00782004	0.0117554	0.0321633
Uruguay	Uruguay	200843	0.00940913	0.00620822	0.00079198	-0.0192076	0.0155456	0.025444	0.0246161	0.0260344	2.06E-05	0.0014579
Uruguay	Uruguay	200845	0.00867422	0.00684928	-0.00046186	-0.012647	0.00806407	0.0165375	0.00396236	0.0188493	-0.0150575	-0.0134725
Uruguay	Uruguay	200846	0.01187	0.00616473	0.00431193	-0.0177917	0.0164132	0.0089119	0.0100112	-0.000226397	0.0179591	0.0242332
Uruguay	Uruguay	200847	0.0102466	0.00943157	0.00455734	-0.0142139	-0.00288827	-0.00255862	-0.000423133	-0.0047374	0.0200042	-0.0324432
Uruguay	Uruguay	200848	0.0107318	0.00340325	-0.000437554	-0.0302834	-0.00251441	0.0198026	0.0014451	0.00392549	0.0170988	-0.0173881
Uruguay	Uruguay	200849	0.0146484	0.00524003	-0.00401034	-0.0186364	-0.00814329	0.0167428	-0.00906544	0.0301184	0.020715	-0.000455364
Uruguay	Uruguay	200850	0.00582193	0.00394181	-0.00187724	-0.00734938	0.0355891	0.00223046	-0.0259453	-0.00134844	-0.00122074	0.00373877
Uruguay	Uruguay	200851	0.0107154	0.00403509	0.00143789	-0.0164112	0.0226833	0.0197433	0.0157521	-0.00452677	0.0143517	0.0139149
Uruguay	Uruguay	200852	0.0117504	0.00707307	-0.00257282	-0.0153541	0.00279671	0.00680715	0.00880156	0.0141711	-0.0174849	0.0283522
Uruguay	Uruguay	200853	0.0125099	0.00531427	0.00168756	-0.0233129	0.0119572	-0.00135895	-0.00804387	1.08E-05	-0.00579925	0.00792725
Colombia	Colombia	200854	0.00914592	0.00505967	-0.000228586	-0.0169914	0.00640247	0.0193132	-0.00757572	0.000171187	0.0106592	-0.00120309
Colombia	Colombia	200855	0.00201775	0.0084808	-0.00145207	-0.0138473	0.0137557	0.00561346	0.00272474	0.00661475	0.0162615	0.0255116
Colombia	Colombia	200856	0.00147462	0.00423891	-0.0038821	-0.0114186	0.0271789	0.01709	0.0037212	-0.0204195	0.0257255	0.00442716
Colombia	Colombia	200857	-0.00225658	0.00588561	-0.00262497	-0.0143583	-0.0246743	-0.00590944	-0.0336571	0.00951932	-0.0266972	-0.0323254
Colombia	Colombia	200858	-0.00104306	0.00732066	-0.00530664	-0.0120806	0.0107329	0.013457	0.0137738	0.000587931	-0.00415129	-0.0122132
Colombia	Colombia	200859	-0.000397601	0.0045733	-0.00283064	-0.00829655	-0.00285131	0.0109031	0.00742323	-0.0197587	0.00345757	0.0391368
Colombia	Colombia	200860	0.000980877	0.00324497	-0.00194525	-0.01362	-0.0104114	0.00226635	0.00347243	-0.00790076	-0.0242724	0.0105792
Colombia	Colombia	200861	0.00191952	0.00687022	-0.00205402	-0.00929652	0.0155126	-0.00219808	-0.0433729	0.0129577	-0.0250313	-0.02715
Colombia	Colombia	200862	0.00077968	-0.00334413	-0.00665065	-0.000974189	0.00497594	0.0158559	0.00247434	0.00809015	0.0113011	0.0118254
Colombia	Colombia	200863	-0.00516911	0.00553657	-0.00544131	-0.00766803	-0.00339463	0.0104629	-0.0149522	0.0037487	-0.00555953	-0.011016
Colombia	Colombia	200864	0.00182107	0.00572275	-0.00277527	-0.0279875	0.0232946	0.020095	0.0167987	0.0103388	-0.00136231	-0.0056514
Colombia	Colombia	200865	-0.00211368	0.00450525	-0.00418266	-0.00753676	-0.00393643	0.00606925	-0.0144322	-0.000288415	0.0182772	0.00415661
Colombia	Colombia	200866	-0.00268922	-0.0113066	-0.010846	-0.00848632	-0.0206067	0.0050245	-0.0148637	0.0226797	-0.00822804	-0.0129641
Colombia	Colombia	200867	-0.000255074	-0.00407892	-0.00620005	-0.00410043	-0.00433992	0.0130095	-0.0250936	0.0305401	0.00223863	0.0180447
Colombia	Colombia	200868	-0.00160601	-0.00297068	-0.00718031	2.04E-06	0.0137526	0.0132866	-0.00182978	0.0244896	-0.00158214	0.000511562
Colombia	Colombia	200869	-0.000952741	-0.00332513	-0.00600496	-0.00487003	-0.0183039	0.0093456	-0.0134198	0.0152754	-0.0157746	-0.0100554
Colombia	Colombia	200870	-0.00626123	0.00469969	-0.00564375	-0.00124196	0.00294911	0.0111905	0.000344535	0.00800513	-0.0175541	0.0217826
Colombia	Colombia	200871	-0.00231449	-0.000419236	-0.00351674	-0.0182811	0.0116274	0.0104309	0.00535308	-0.0131343	0.0147896	0.00569865
Colombia	Colombia	200872	-0.00130502	-0.000272861	-0.0068535	-0.00782146	-0.0128014	0.00681943	-0.0131504	-0.00550144	-0.016857	0.00920577
Colombia	Colombia	200873	-0.00628766	0.00244566	-0.00738214	-0.0155191	-0.0182446	-0.00419769	-0.0135832	0.000131551	-0.0309462	-0.022067
Colombia	Colombia	200874	-0.00189083	-0.00697231	-0.0132851	-0.0054873	0.0128228	0.0116841	0.0126091	0.0147904	0.0109308	0.0180044
Colombia	Colombia	200875	0.000687376	0.00641395	-0.00303393	-0.0191259	0.0125279	0.00887091	0.0121139	0.0141005	-0.0174067	-0.00130046
Colombia	Colombia	200876	0.000711962	0.00678483	2.98E-05	-0.0168548	-0.0202999	-0.010204	-0.0100714	0.00370467	-0.0428967	0.0160844
Colombia	Colombia	200877	-0.00848209	0.00497238	-0.00402929	-0.00724174	0.0107443	0.0149111	0.0196485	0.0218467	-0.0178165	0.0169596
Colombia	Colombia	200878	-0.00206543	0.0050608	-0.0035232	-0.0112315	0.00760124	0.00969568	-0.0153553	-0.0269565	0.0187164	-0.0158325
Colombia	Colombia	200879	-0.00635742	0.00318804	-0.00425523	-0.0123761	0.0153026	0.0234805	0.000771074	0.0132819	0.0132312	0.0132925
Colombia	Colombia	200880	0.00895961	0.00758504	0.000325005	-0.0160216	0.0112089	0.00642465	-0.0227489	-0.000648506	-0.00803088	-0.0171987
Colombia	Colombia	200881	-0.00232722	-0.00133344	-0.00493377	0.00465665	-0.00973083	0.0151226	-0.032526	0.0118304	0.0238213	-0.00441089
Colombia	Colombia	200882	-0.00611225	0.00400645	-0.0108123	-0.00439971	0.00565866	0.0169649	-0.00719176	0.0200781	-0.0133245	0.00168495
Colombia	Colombia	200883	0.00167226	0.00557045	-0.00628584	-0.00670792	-0.0105027	0.0178322	-0.0214827	0.0382185	0.0163575	0.0168806
Colombia	Colombia	200884	0.012524	0.00713067	-0.00371428	-0.0055092	0.0279525	0.012641	-0.0187155	0.00599275	-0.00927213	0.0159809
Colombia	Colombia	200885	-0.00436669	-0.0128677	-0.0123894	-0.00993231	-0.0261351	-0.00137213	-0.00325762	-0.00540348	-0.0261348	-0.0409058
Colombia	Colombia	200886	-0.00724659	0.00199098	-0.00556088	0.0056558	0.0284045	0.00378754	-0.041234	-0.00430553	-0.0166052	0.00782772
Colombia	Colombia	200887	-0.0019153	0.00530682	-0.000416776	-0.00885737	-0.0303882	0.00131518	-0.0333484	0.00282193	-0.0231995	-0.0345028
Colombia	Colombia	200888	0.00154071	0.00568447	-0.00490076	-0.0179834	0.00150691	0.0295745	0.0110004	0.0218071	0.00133109	0.0229238
Colombia	Colombia	200889	-0.0199997	0.00940226	-0.00927179	-0.00355469	-0.00756735	0.00530955	0.00314776	0.00712471	-0.0325911	0.0165705
